"","","Agua Tônica","1.00","R$ 0.00","R$ 0.00","R$ 7.00","R$ 7.00","R$ 7.00",""
"","","Sucos Variados","1.00","R$ 0.00","R$ 0.00","R$ 6.88","R$ 8.00","R$ 8.00",""
"","","Agua","5.00","R$ 0.00","R$ 0.00","R$ 20.00","R$ 20.00","R$ 20.00",""
"","","Cafe","1.00","R$ 0.00","R$ 0.00","R$ 5.16","R$ 6.00","R$ 6.00",""
"","","Cafe Duplo","1.00","R$ 0.00","R$ 0.00","R$ 6.88","R$ 8.00","R$ 8.00",""
"","","Guarana Diet","1.00","R$ 0.00","R$ 0.00","R$ 7.00","R$ 7.00","R$ 7.00",""
"","","Sucos Variados","2.00","R$ 0.00","R$ 0.00","R$ 13.76","R$ 16.00","R$ 16.00",""
"","","Agua","4.00","R$ 0.00","R$ 0.00","R$ 16.00","R$ 16.00","R$ 16.00",""
"","","Sucos Variados","1.00","R$ 0.00","R$ 0.00","R$ 6.88","R$ 8.00","R$ 8.00",""
"","","Agua","1.00","R$ 0.00","R$ 0.00","R$ 4.00","R$ 4.00","R$ 4.00",""
"","","Sucos Variados","1.00","R$ 0.00","R$ 0.00","R$ 6.88","R$ 8.00","R$ 8.00",""
"","","Agua","1.00","R$ 0.00","R$ 0.00","R$ 4.00","R$ 4.00","R$ 4.00",""
"","","Agua C/Gas","2.00","R$ 0.00","R$ 0.00","R$ 10.00","R$ 10.00","R$ 10.00",""
"","","Coca Cola","1.00","R$ 0.00","R$ 0.00","R$ 7.00","R$ 7.00","R$ 7.00",""
"","","Sucos Variados","1.00","R$ 0.00","R$ 0.00","R$ 6.88","R$ 8.00","R$ 8.00",""
"","","Mabs Tea","1.00","R$ 0.00","R$ 0.00","R$ 11.18","R$ 13.00","R$ 13.00",""
"","","Agua Tônica","1.00","R$ 0.00","R$ 0.00","R$ 7.00","R$ 7.00","R$ 7.00",""
"","","Agua","1.00","R$ 0.00","R$ 0.00","R$ 4.00","R$ 4.00","R$ 4.00",""
"","","Agua C/Gas","2.00","R$ 0.00","R$ 0.00","R$ 10.00","R$ 10.00","R$ 10.00",""
"","","Agua","1.00","R$ 0.00","R$ 0.00","R$ 4.00","R$ 4.00","R$ 4.00",""
"","","Agua Tônica","1.00","R$ 0.00","R$ 0.00","R$ 7.00","R$ 7.00","R$ 7.00",""
"","","CAFÉ DA MANHA","3.00","R$ 0.00","R$ 0.00","R$ 48.13","R$ 51.90","R$ 51.90",""
"","","CAFÉ DA MANHA","2.00","R$ 0.00","R$ 0.00","R$ 23.13","R$ 26.90","R$ 26.90",""
"","","Café da Manha Combo","1.00","R$ 0.00","R$ 0.00","R$ 25.00","R$ 25.00","R$ 25.00",""
"","","Caldos","1.00","R$ 0.00","R$ 0.00","R$ 12.90","R$ 15.00","R$ 15.00",""
"","","Feijão Amigo","1.00","R$ 0.00","R$ 0.00","R$ 12.90","R$ 15.00","R$ 15.00",""
"","","Chopp & Cervejas","41.00","R$ 0.00","R$ 0.00","R$ 484.00","R$ 484.00","R$ 484.00",""
"","","Chopp 300ml","2.00","R$ 0.00","R$ 0.00","R$ 18.00","R$ 18.00","R$ 18.00",""
"","","Chopp 300ml","1.00","R$ 0.00","R$ 0.00","R$ 9.00","R$ 9.00","R$ 9.00",""
"","","L.Neck Brahma","3.00","R$ 0.00","R$ 0.00","R$ 33.00","R$ 33.00","R$ 33.00",""
"","","Chopp 300ml","6.00","R$ 0.00","R$ 0.00","R$ 54.00","R$ 54.00","R$ 54.00",""
"","","Chopp 500ml","2.00","R$ 0.00","R$ 0.00","R$ 28.00","R$ 28.00","R$ 28.00",""
"","","L.Neck Heineken","2.00","R$ 0.00","R$ 0.00","R$ 28.00","R$ 28.00","R$ 28.00",""
"","","L.Neck Bohemia","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","L.Neck Budweiser","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","L.Neck Bohemia","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","L.Neck Bohemia","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","Chopp 300ml","2.00","R$ 0.00","R$ 0.00","R$ 18.00","R$ 18.00","R$ 18.00",""
"","","L.Neck Budweiser","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","Corona","4.00","R$ 0.00","R$ 0.00","R$ 60.00","R$ 60.00","R$ 60.00",""
"","","L.Neck Brahma","2.00","R$ 0.00","R$ 0.00","R$ 22.00","R$ 22.00","R$ 22.00",""
"","","L.Neck Bohemia","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","L.Neck Budweiser","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","Chopp 500ml","1.00","R$ 0.00","R$ 0.00","R$ 14.00","R$ 14.00","R$ 14.00",""
"","","Chopp 300ml","1.00","R$ 0.00","R$ 0.00","R$ 9.00","R$ 9.00","R$ 9.00",""
"","","Corona","4.00","R$ 0.00","R$ 0.00","R$ 60.00","R$ 60.00","R$ 60.00",""
"","","Chopp 300ml","1.00","R$ 0.00","R$ 0.00","R$ 9.00","R$ 9.00","R$ 9.00",""
"","","L.Neck Budweiser","1.00","R$ 0.00","R$ 0.00","R$ 13.00","R$ 13.00","R$ 13.00",""
"","","Chopp 300ml","2.00","R$ 0.00","R$ 0.00","R$ 18.00","R$ 18.00","R$ 18.00",""
"","","Doses Diversas","1.00","R$ 0.00","R$ 0.00","R$ 20.00","R$ 20.00","R$ 20.00",""
"","","Amarula","1.00","R$ 0.00","R$ 0.00","R$ 20.00","R$ 20.00","R$ 20.00",""
"","","Drinks","1.00","R$ 0.00","R$ 0.00","R$ 17.20","R$ 20.00","R$ 20.00",""
"","","Capirinha Seleta","1.00","R$ 0.00","R$ 0.00","R$ 17.20","R$ 20.00","R$ 20.00",""
"","","Especiais","4.00","R$ 23.23","R$ 27.01","R$ 62.77","R$ 72.99","R$ 100.00",""
"","","[Quart] Prato x","1.00","R$ 15.05","R$ 17.50","R$ 15.05","R$ 17.50","R$ 35.00",""
"","","[Quart] Prato x","1.00","R$ 0.00","R$ 0.00","R$ 30.10","R$ 35.00","R$ 35.00",""
"","","Refeição R$15","2.00","R$ 8.18","R$ 9.51","R$ 17.62","R$ 20.49","R$ 30.00",""
"","","Executivo","15.00","R$ 33.69","R$ 39.18","R$ 293.97","R$ 341.82","R$ 381.00",""
"","","Picanha Executivo","1.00","R$ 0.00","R$ 0.00","R$ 24.08","R$ 28.00","R$ 28.00",""
"","","Spaghetti Bolonhesa Executivo","1.00","R$ 0.00","R$ 0.00","R$ 19.78","R$ 23.00","R$ 23.00",""
"","","Picanha Executivo","2.00","R$ 24.08","R$ 28.00","R$ 24.08","R$ 28.00","R$ 56.00",""
"","","Picanha Executivo","1.00","R$ 0.00","R$ 0.00","R$ 24.08","R$ 28.00","R$ 28.00",""
"","","Frango Grelhado Executivo","1.00","R$ 0.00","R$ 0.00","R$ 19.78","R$ 23.00","R$ 23.00",""
"","","Picanha Executivo","1.00","R$ 0.00","R$ 0.00","R$ 24.08","R$ 28.00","R$ 28.00",""
"","","Contra Acebolado Executivo","1.00","R$ 4.47","R$ 5.20","R$ 17.89","R$ 20.80","R$ 26.00",""
"","","Contra Acebolado Executivo","1.00","R$ 5.14","R$ 5.98","R$ 17.22","R$ 20.02","R$ 26.00",""
"","","Picanha Executivo","1.00","R$ 0.00","R$ 0.00","R$ 24.08","R$ 28.00","R$ 28.00",""
"","","Frango Grelhado Executivo","1.00","R$ 0.00","R$ 0.00","R$ 19.78","R$ 23.00","R$ 23.00",""
"","","Frango Grelhado Executivo","1.00","R$ 0.00","R$ 0.00","R$ 19.78","R$ 23.00","R$ 23.00",""
"","","Frango Grelhado Executivo","1.00","R$ 0.00","R$ 0.00","R$ 19.78","R$ 23.00","R$ 23.00",""
"","","Frango Grelhado Executivo","2.00","R$ 0.00","R$ 0.00","R$ 39.56","R$ 46.00","R$ 46.00",""
"","","Extras","5.00","R$ 0.00","R$ 0.00","R$ 2.00","R$ 2.00","R$ 2.00",""
"","","-OVO C/ BACON","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","-PÃO NA CHAPA","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Embalagem","2.00","R$ 0.00","R$ 0.00","R$ 2.00","R$ 2.00","R$ 2.00",""
"","","-AMERICANO","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Frango","6.00","R$ 47.71","R$ 55.48","R$ 132.88","R$ 154.52","R$ 210.00",""
"","","Frango c/Arroz&Fritas","1.00","R$ 0.00","R$ 0.00","R$ 27.52","R$ 32.00","R$ 32.00",""
"","","Frango c/Arroz&Fritas","1.00","R$ 0.00","R$ 0.00","R$ 27.52","R$ 32.00","R$ 32.00",""
"","","Frango c/Arroz&Fritas","1.00","R$ 0.00","R$ 0.00","R$ 27.52","R$ 32.00","R$ 32.00",""
"","","Frango Parmegiana","1.00","R$ 15.69","R$ 18.24","R$ 16.99","R$ 19.76","R$ 38.00",""
"","","Frango Parmegiana","1.00","R$ 16.34","R$ 19.00","R$ 16.34","R$ 19.00","R$ 38.00",""
"","","Frango Parmegiana","1.00","R$ 15.69","R$ 18.24","R$ 16.99","R$ 19.76","R$ 38.00",""
"","","Happy Hour","14.00","R$ 0.00","R$ 0.00","R$ 68.62","R$ 71.00","R$ 71.00",""
"","","Chopp 300 HH","2.00","R$ 0.00","R$ 0.00","R$ 9.00","R$ 9.00","R$ 9.00",""
"","","Chopp 300 HH","1.00","R$ 0.00","R$ 0.00","R$ 4.50","R$ 4.50","R$ 4.50",""
"","","Chopp 300 HH","1.00","R$ 0.00","R$ 0.00","R$ 4.50","R$ 4.50","R$ 4.50",""
"","","Chopp 300 HH","4.00","R$ 0.00","R$ 0.00","R$ 18.00","R$ 18.00","R$ 18.00",""
"","","Chopp 300 HH","1.00","R$ 0.00","R$ 0.00","R$ 4.50","R$ 4.50","R$ 4.50",""
"","","- Caip. House HH","2.00","R$ 0.00","R$ 0.00","R$ 14.62","R$ 17.00","R$ 17.00",""
"","","Chopp 300 HH","3.00","R$ 0.00","R$ 0.00","R$ 13.50","R$ 13.50","R$ 13.50",""
"","","Info-Bar","19.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Abacaxi","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Morango","3.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","2.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Abacaxi","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Melancia","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","2.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Limão","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Laranja","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Morango","2.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","#Limão","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Info-Cozinha","15.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Bem Passado","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Bem Passado","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","2.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Bem Passado","2.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Para Bem","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Ao Ponto","1.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Massas","2.00","R$ 13.76","R$ 16.00","R$ 37.84","R$ 44.00","R$ 60.00",""
"","","Espag. Bolonhesa","1.00","R$ 0.00","R$ 0.00","R$ 24.08","R$ 28.00","R$ 28.00",""
"","","Espag.Frango","1.00","R$ 13.76","R$ 16.00","R$ 13.76","R$ 16.00","R$ 32.00",""
"","","Mexicano","1.00","R$ 0.00","R$ 0.00","R$ 14.62","R$ 17.00","R$ 17.00",""
"","","Quesadilla Aperitivo","1.00","R$ 0.00","R$ 0.00","R$ 14.62","R$ 17.00","R$ 17.00",""
"","","Na Chapa","1.00","R$ 0.00","R$ 0.00","R$ 61.92","R$ 72.00","R$ 72.00",""
"","","Chapa Salmão","1.00","R$ 0.00","R$ 0.00","R$ 61.92","R$ 72.00","R$ 72.00",""
"","","Peixes","1.00","R$ 0.00","R$ 0.00","R$ 42.14","R$ 49.00","R$ 49.00",""
"","","Salmão Molho Mostarda","1.00","R$ 0.00","R$ 0.00","R$ 42.14","R$ 49.00","R$ 49.00",""
"","","Petiscos","10.00","R$ 0.00","R$ 0.00","R$ 227.85","R$ 264.95","R$ 264.95",""
"","","Casquinha Siri.","2.00","R$ 0.00","R$ 0.00","R$ 32.68","R$ 38.00","R$ 38.00",""
"","","Espetinho","1.00","R$ 0.00","R$ 0.00","R$ 15.47","R$ 17.99","R$ 17.99",""
"","","Espetinho","1.00","R$ 0.00","R$ 0.00","R$ 15.47","R$ 17.99","R$ 17.99",""
"","","Espetinho","2.00","R$ 0.00","R$ 0.00","R$ 30.94","R$ 35.98","R$ 35.98",""
"","","Linguiça Calabresa.","1.00","R$ 0.00","R$ 0.00","R$ 27.52","R$ 32.00","R$ 32.00",""
"","","Camarão Paulista.","1.00","R$ 0.00","R$ 0.00","R$ 58.48","R$ 68.00","R$ 68.00",""
"","","Buffalo Wings.","1.00","R$ 0.00","R$ 0.00","R$ 31.82","R$ 37.00","R$ 37.00",""
"","","Espetinho","1.00","R$ 0.00","R$ 0.00","R$ 15.47","R$ 17.99","R$ 17.99",""
"","","Pizzas G","2.00","R$ 0.00","R$ 0.00","R$ 80.84","R$ 94.00","R$ 94.00",""
"","","Pizz.G.Calabresa","2.00","R$ 0.00","R$ 0.00","R$ 80.84","R$ 94.00","R$ 94.00",""
"","","Sobremesas","2.00","R$ 0.00","R$ 0.00","R$ 25.71","R$ 29.90","R$ 29.90",""
"","","Sorvete 2 bolas","1.00","R$ 0.00","R$ 0.00","R$ 8.51","R$ 9.90","R$ 9.90",""
"","","Banana Split","1.00","R$ 0.00","R$ 0.00","R$ 17.20","R$ 20.00","R$ 20.00",""
"","","Vinhos","8.00","R$ 0.00","R$ 0.00","R$ 1,205.00","R$ 1,205.00","R$ 1,205.00",""
"","","Taça Vinho (Seco)","1.00","R$ 0.00","R$ 0.00","R$ 15.00","R$ 15.00","R$ 15.00",""
"","","Chandon","7.00","R$ 0.00","R$ 0.00","R$ 1,190.00","R$ 1,190.00","R$ 1,190.00",""
"","","Whisky","1.00","R$ 0.00","R$ 0.00","R$ 15.00","R$ 15.00","R$ 15.00",""
"","","Ballantines 8","1.00","R$ 0.00","R$ 0.00","R$ 15.00","R$ 15.00","R$ 15.00",""
"","","Total","218.00","R$ 143.02","R$ 164.67","R$ 3,209.59","R$ 3,404.08","R$ 3,568.75",""


"Table ""openCashBox""","","","Devoluções por artigo","","","","","","",""
"","","","","","","","","",""
"","","Descrição","Quantidade","Desconto s/IVA","Desconto c/IVA","Total","Total c/IVA","Gross Total",""
"","","Total","","","","","","",""


"Table ""openCashBox""","","","Resumo por família
","","","","","","",""
"","","","","","","","","",""
"","","Descrição","Quantidade","Desconto s/IVA","Desconto c/IVA","Total","Total c/IVA","Gross Total",""
"","","Bebidas Frias","65.00","R$ 24.62","R$ 27.00","R$ 356.20","R$ 380.00","R$ 407.00",""
"","","CAFÉ DA MANHA","3.00","R$ 0.00","R$ 0.00","R$ 48.13","R$ 51.90","R$ 51.90",""
"","","Caldos","1.00","R$ 0.00","R$ 0.00","R$ 12.90","R$ 15.00","R$ 15.00",""
"","","Chopp & Cervejas","41.00","R$ 0.00","R$ 0.00","R$ 484.00","R$ 484.00","R$ 484.00",""
"","","Doses Diversas","1.00","R$ 0.00","R$ 0.00","R$ 20.00","R$ 20.00","R$ 20.00",""
"","","Drinks","1.00","R$ 0.00","R$ 0.00","R$ 17.20","R$ 20.00","R$ 20.00",""
"","","Especiais","4.00","R$ 23.23","R$ 27.01","R$ 62.77","R$ 72.99","R$ 100.00",""
"","","Executivo","15.00","R$ 33.69","R$ 39.18","R$ 293.97","R$ 341.82","R$ 381.00",""
"","","Extras","5.00","R$ 0.00","R$ 0.00","R$ 2.00","R$ 2.00","R$ 2.00",""
"","","Frango","6.00","R$ 47.71","R$ 55.48","R$ 132.88","R$ 154.52","R$ 210.00",""
"","","Happy Hour","14.00","R$ 0.00","R$ 0.00","R$ 68.62","R$ 71.00","R$ 71.00",""
"","","Info-Bar","19.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Info-Cozinha","15.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00","R$ 0.00",""
"","","Massas","2.00","R$ 13.76","R$ 16.00","R$ 37.84","R$ 44.00","R$ 60.00",""
"","","Mexicano","1.00","R$ 0.00","R$ 0.00","R$ 14.62","R$ 17.00","R$ 17.00",""
"","","Na Chapa","1.00","R$ 0.00","R$ 0.00","R$ 61.92","R$ 72.00","R$ 72.00",""
"","","Peixes","1.00","R$ 0.00","R$ 0.00","R$ 42.14","R$ 49.00","R$ 49.00",""
"","","Petiscos","10.00","R$ 0.00","R$ 0.00","R$ 227.85","R$ 264.95","R$ 264.95",""
"","","Pizzas G","2.00","R$ 0.00","R$ 0.00","R$ 80.84","R$ 94.00","R$ 94.00",""
"","","Sobremesas","2.00","R$ 0.00","R$ 0.00","R$ 25.71","R$ 29.90","R$ 29.90",""
"","","Vinhos","8.00","R$ 0.00","R$ 0.00","R$ 1,205.00","R$ 1,205.00","R$ 1,205.00",""
"","","Whisky","1.00","R$ 0.00","R$ 0.00","R$ 15.00","R$ 15.00","R$ 15.00",""
"","","Total","218.00","R$ 143.02","R$ 164.67","R$ 3,209.59","R$ 3,404.08","R$ 3,568.75",""


"Textfield ""New Text""","total[€]"


"Textfield """"","Apuramento impresso em 2018-12-13 às 23:30:51"


